Critical Infrastructure Bridges Analysis:

Total Critical Bridges Identified: 733
Poor Condition Critical Bridges: 72

Detailed List of Critical Bridges:
BIN, Feature Carried, Feature Crossed, Year Built, Last Inspection, Poor Condition, Reason
1045170,297 297 33011019,CSX TRANS/ AMTRAK,1977,06/14/2019,No,Significant Feature
3228790,HUFF ROAD,BRISCOE LAKE OUTL,1977,03/01/2019,No,Significant Feature
5511792,J.J.AUDUBON PKWY.,LAKE LASALLE,1976,06/13/2018,No,Significant Feature
5511791,J.J.AUDUBON PKWY.,LAKE LASALLE,1976,06/04/2018,No,Significant Feature
3309640,CR 65C BRIDGE STREET,CSX TRANS/AMTRAK,1976,09/07/2019,No,Significant Feature
3093490,173  173 33011084,FINGER LAKES,1975,10/29/2019,No,Significant Feature
1093389,695 695 33011013,CSX RR / AMTRAK,1975,08/17/2018,No,Significant Feature
2202220,BROADWAY,CSX TRANS/ AMTRAK,1975,10/02/2019,No,Significant Feature
3224140,CHRISTMAS HILL RD,Abandoned Railroad,1974,03/28/2019,No,Significant Feature
1017130,22  22 18081544,S.BAY LAKE CHAMP.,1974,08/01/2019,No,Significant Feature
2261590,CLEFT RD,BEAVER LAKE,1973,03/23/2018,No,Significant Feature
1090509,921CX,Railroad Street / Water Street,1973,11/12/2018,No,Significant Feature
1090510,WHITESBORO EXIT,Railroad Street / Water Street,1973,11/12/2018,No,Significant Feature
3364400,HOLBROOK RD,RAILROAD AVE,1973,08/20/2018,No,Significant Feature
1092512,US 9 SB TO I90 EB,90I 90I11013009,1972,09/19/2019,No,Major Route
1062931,219 219 53121240,LAKE AVENUE,1972,04/12/2019,No,Significant Feature
1062932,219 219 53121240,LAKE AVENUE,1972,04/12/2019,No,Significant Feature
2259170,PARK MAINT ROAD,LAKE TITUS STREAM,1972,10/01/2019,No,Significant Feature
1061712,481 481 33011040,CSXT-MONTREAL SEC,1972,06/03/2019,No,Significant Feature
1061711,481 481 33011040,CSXT-MONTREAL SEC,1972,06/03/2019,No,Significant Feature
1093572,481I481I33012069,CSX TRANS/AMTRAK,1972,07/24/2019,No,Significant Feature
1093571,481I481I33012069,CSX TRANS/AMTRAK,1972,07/24/2019,No,Significant Feature
1092549,9   9 11081025,CSX TRANS/ AMTRAK,1971,12/06/2017,No,Significant Feature
109254A,RAMP 90EB TO 9SB,CSX TRANS/ AMTRAK,1971,11/10/2017,No,Significant Feature
109254B,RAMP 9NB TO 90EB,CSX TRANS/ AMTRAK,1971,10/16/2019,No,Significant Feature
5524520,BUS TURNAROUND,MAC CRACKEN AVE,1971,04/11/2018,No,Major Route
1063919,441 441 43011110,CSX TRANS/AMTRAK,1971,11/02/2019,No,Significant Feature
1062399,490I490I43022012,CSX TRANS/AMTRAK,1971,11/03/2019,No,Significant Feature
3358220,WILLIS AVENUE,CSX TRANS/ AMTRAK,1971,06/18/2019,No,Significant Feature
3358210,FREMONT RD,CSX RR / AMTRAK,1971,08/08/2018,No,Significant Feature
1064679,635 635 33011003,CSX TRANS/PEAT ST,1971,05/15/2019,No,Significant Feature
1051081,690I690I33012057,CSX TRANS/PEAT ST,1971,05/15/2019,No,Significant Feature
1051082,690I690I33012057,CSX TRANS/PEAT ST,1971,05/15/2019,No,Significant Feature
2262830,LAYTON ROAD,HUNNS LAKE CREEK,1970,03/19/2019,No,Significant Feature
1050691,425 950H53012014,CSX TRANSPORTATION,1970,10/05/2018,No,Significant Feature
1050692,425 950H53012014,CSX TRANSPORTATION,1970,10/05/2018,No,Significant Feature
1091279,STONY LONESOME RD,9W  9W83021047,1970,09/04/2019,No,Major Route
1064751,481 481 34021092,CSX TRANSPRTATION,1970,07/31/2018,No,Significant Feature
1064752,481 481 34021092,CSX TRANSPRTATION,1970,07/31/2018,No,Significant Feature
1093029,9 X,HUDSON RIVER,1969,11/10/2019,No,Significant Feature
1074940,QUAY STREET,HUDSON RIVER SHRE,1969,11/15/2018,No,Significant Feature
3322480,COUNTY ROAD 24,TRIB TO CUBA LAKE,1969,09/10/2018,No,Significant Feature
1008040,10  10 22051135,PISECO LAKE OUTLE,1969,05/17/2018,No,Significant Feature
1060540,232 232 73011004,CSX TRANSPRTATION,1969,06/21/2018,No,Significant Feature
2206490,E.BLOOMFIELD ST.,MOHAWK RIVER,1969,09/10/2019,No,Significant Feature
4433071,CR-81 JOHN GLENN,ONON LAKE OUTLET,1969,11/27/2018,No,Significant Feature
4433072,CR-81 JOHN GLENN,ONON LAKE OUTLET,1969,10/24/2019,No,Significant Feature
3224000,LAKE DRIVE,LAKE PEEKS OUTLET,1969,04/11/2018,No,Significant Feature
3259480,ALPLAUS AVENUE,ALPLAUS KILL,1969,07/31/2019,No,Major Route
1092839,90I 90I11013020,CSX TRANSPRTATION,1968,12/17/2018,No,Significant Feature
109283A,90I 90I11013020,HUDSON RIVER BANK,1968,08/11/2018,No,Significant Feature
109283B,90I 90I11013020,HUDSON RIVER BANK,1968,08/12/2018,No,Significant Feature
1034489,CAMPUS CONNECTOR,90I 90I11011018,1968,09/12/2018,No,Major Route
405118A,51  51 23031169,CSX TRANS/AMTRAK,1968,12/03/2018,No,Significant Feature
405118B,51  51 23031169,CSX TRANS/AMTRAK,1968,12/03/2018,No,Significant Feature
4051710,921C921C26011008,MOHAWK RIVER,1968,10/22/2019,No,Significant Feature
2205910,922A922A26011004,CSX TRANS/AMTRAK,1968,12/01/2017,No,Significant Feature
2223820,BOWEN ROAD,DREW LAKE OUTLET,1968,05/09/2018,No,Significant Feature
1091182,304 304 85011212,RAILROAD AVENUE,1968,12/17/2018,No,Significant Feature
1091181,304 304 85011212,RAILROAD AVENUE,1968,12/17/2018,No,Significant Feature
3342720,COUNTY ROAD 7,WHALEY LAKE STREAM,1967,03/13/2019,No,Significant Feature
3312840,BUCKLEY ROAD,CSX TRANSPRTATION,1967,06/03/2019,No,Significant Feature
1052520,MC MANUS ROAD,84I 84I83011174,1967,06/12/2019,No,Major Route
3346000,CONVENT ROAD,TAPPAN LAKE,1967,11/08/2019,No,Significant Feature
1031400,ALBANY STREET,81I 81I32023014,1966,07/30/2019,No,Major Route
2263840,LOCKPORT STREET,CSX TRANS/AMTRAK,1966,07/29/2019,No,Significant Feature
103156C,I-81 NB ON RAMP,RELIEF,1966,11/15/2018,No,Major Route
3355370,COUNTY ROAD 13,BLACK LAKE CREEK,1966,11/13/2019,No,Significant Feature
3360330,13TH LAKE ROAD,THIRTEENTHLAKE BR,1966,11/14/2018,No,Significant Feature
1095889,EVERETT ROAD,CSX TRANS/ AMTRAK,1965,12/08/2019,No,Significant Feature
1044380,280 280 51011074,QUAKER LAKE OUTLT,1965,07/26/2018,No,Significant Feature
1015350,20  20 52011070,CSX TRANS/AMTRAK,1965,10/30/2018,No,Significant Feature
1044992,290I 290I53011016,CSX TRANS/AMTRAK,1965,09/21/2018,No,Significant Feature
1044991,290I 290I53011016,CSX TRANS/AMTRAK,1965,09/21/2018,No,Significant Feature
1054220,ACCESS-US 9/SH 22,87I 87I12111539,1965,10/24/2019,No,Major Route
1079462,81I 81I32023117,Tully Lake Creek,1964,10/15/2019,No,Significant Feature
1079461,81I 81I32023117,Tully Lake Creek,1964,10/15/2019,No,Significant Feature
3337170,TRIPPANY ROAD,LITTLE SALMON RVR,1964,12/17/2018,No,Major Route
4423070,NORTH LAKE ROAD,NORTH LAKE,1964,11/09/2018,No,Significant Feature
1060190,61  61X54011021,CSXT/ATK,1964,09/19/2018,No,Significant Feature
1028580,62  62X54044029,CSXT,1964,09/10/2019,No,Significant Feature
1093170,CAMPUS ACCESS ROAD,CAMPUS-I90 CONN,1963,06/11/2019,No,Major Route
1047120,COUNTY ROAD 70,BEAR LAKE OUTLET,1963,04/10/2018,No,Significant Feature
103989D,190IX (NB) RAMP B,CSX TRANS/AMTRAK,1963,10/22/2018,No,Significant Feature
103989B,190IX SB ON-RAMP E FROM NY 198,190IX,1963,08/28/2019,No,Major Route
1008680,11  11 73053081,CSX TRANSPORTATION,1963,06/25/2019,No,Significant Feature
1048642,490I490I43021146,CSX TRANS/AMTRAK,1963,09/21/2019,No,Significant Feature
1048641,490I490I43021146,CSX TRANS/AMTRAK,1963,08/14/2019,No,Significant Feature
2213550,TUSCARORA ROAD,CSXT/AMTRAK,1963,09/07/2019,No,Significant Feature
3344200,FARMINGDALE ROAD,TOMAHAWK LAKE,1963,05/24/2018,No,Significant Feature
2248260,FLUSHING MEADW PK,MEADOW LAKE,1963,07/16/2019,No,Significant Feature
1039840,197 197 15011044,HUDSON RIVER,1963,06/12/2018,No,Significant Feature
1027190,55  55 82032151,WHALEY LAKE STREAM,1962,04/05/2019,No,Significant Feature
2260620,OHIO STREET,CSX TRANSPRTATION,1962,10/16/2018,No,Significant Feature
1072350,30   30 72091559,LAKE DUANE INLET,1962,05/23/2019,No,Significant Feature
552250E,BUS TURNAROUND,95IX,1962,09/13/2019,No,Major Route
552250I,EAST BUS RAMP,I 95 EASTBOUND UL,1962,08/01/2019,No,Major Route
5522550,GWB BUS STA PLAZA,FT WASHINGTON AVE,1962,07/16/2019,No,Major Route
552250A,I-95 (Ramp LX1),UNDER HHP & RVRSD DRIVE UNDER RAMPS HR3 & HR9,1962,09/13/2019,No,Major Route
5522570,NORTH BUS PRKG BR,BROADWAY,1962,06/21/2019,No,Major Route
5522580,SOUTH BUS PRKG BR,BROADWAY,1962,06/21/2019,No,Major Route
552250F,WEST BUS RAMP,95IXWESTBOUND UL,1962,07/12/2019,No,Major Route
2039560,182 X,CSXT,1962,10/01/2018,No,Significant Feature
2263830,PACKARD ROAD,CSX TRANSPRTATION,1962,10/02/2018,No,Significant Feature
2266560,CR48 RANDELL ROAD,CSX TRANS/ AMTRAK,1962,09/07/2018,No,Significant Feature
3344690,STONY FORD ROAD,WALLKILL RIVER,1962,09/19/2019,No,Major Route
1040832,209 209 86031350,CSX TRANS/ RVR LN,1962,08/10/2019,No,Significant Feature
1040831,209 209 86031350,CSX TRANS/ RVR LN,1962,08/10/2019,No,Significant Feature
1028980,65  65 43031112,CSX TRANS/W SHORE,1961,06/11/2018,No,Significant Feature
552242B,BUS RAMP E92,BUS RAMP E96,1961,07/26/2019,No,Major Route
552241A,BUS RAMP E96,BUS PARKING LOT,1961,07/26/2019,No,Major Route
5522460,BUS RAMP E96,DYER AVE,1961,06/28/2019,No,Major Route
5522420,BUS RAMPS E92&W95,BUS RAMP E96,1961,08/16/2019,No,Major Route
552242A,BUS RAMP W95,BUS RAMPS R97/R98,1961,07/26/2019,No,Major Route
1076950,RAMP TO US 1,95IX (N/B),1961,05/24/2019,No,Major Route
107694A,RAMP TO US 1,RAMP TO 95I & 87I,1961,10/09/2018,No,Major Route
2075351,278I278IX1M54024,AMTRAK/CSXT/P&W,1960,11/30/2018,No,Significant Feature
1031092,81I 81I91011027,BLAKESLY ROAD,1960,04/09/2019,No,Significant Feature
1031091,81I 81I91011027,BLAKESLY ROAD,1960,04/09/2019,No,Significant Feature
5502601,987G 987G81041300,CSX TRANS/AMTRAK,1960,05/29/2018,No,Significant Feature
5502602,987G 987G81041300,CSX TRANS/AMTRAK,1960,05/30/2018,No,Significant Feature
1043940,NY Rte 266,190IX,1960,04/16/2019,No,Major Route
3371070,COUNTY ROAD 36,HONEOYE LAKE INLE,1960,05/24/2018,No,Significant Feature
2248379,FLUSHING MW PK RD,AQUACADE LAKE,1960,07/17/2019,No,Significant Feature
1033441,87I 87I15091345,HUDSON RIVER,1960,07/26/2019,No,Significant Feature
1033442,87I 87I15091345,HUDSON RIVER,1960,07/26/2019,No,Significant Feature
1033112,87I 87I11081002,RENSSELAER LAKE,1959,04/09/2019,No,Significant Feature
1033111,87I 87I11081002,RENSSELAER LAKE,1959,04/09/2019,No,Significant Feature
1033121,87I 87I11082000,CSX TRANS/ AMTRAK,1959,11/14/2019,No,Significant Feature
1033122,87I 87I11082000,CSX TRANS/ AMTRAK,1959,11/14/2019,No,Significant Feature
1032110,RTE 971P,CSX TRANSPRTATION,1959,06/21/2018,No,Significant Feature
1073620,I-81 NB ramps to NY178,BROWN BROOK,1959,07/23/2019,No,Major Route
3329270,LOCKPORT ROAD,CSX TRANS/ AMTRAK,1959,09/20/2018,No,Significant Feature
1045080,293 293 83011029,MINE LAKE INLET,1959,08/01/2019,No,Significant Feature
1031751,81I 81I33033122,ONEIDA LAKE,1959,12/05/2018,No,Significant Feature
1031752,81I 81I33033122,ONEIDA LAKE,1959,12/05/2018,No,Significant Feature
1073800,29  29 15033105,W.BR.HUDSON RIVER,1959,06/07/2018,No,Significant Feature
3356020,COUNTY ROAD 142,SWAN LAKE OUTLET,1959,10/22/2019,No,Significant Feature
5513350,87IX,CSX TRANS/C P RWY,1958,11/06/2019,No,Significant Feature
5515240,ALBANY TURNPIKE,90IX,1958,05/16/2019,No,Major Route
1050660,NY 951E BIG TREE RD,90IX,1958,10/11/2018,No,Major Route
1048999,495I495I03021007,LAKEVILLE RD,1958,11/08/2018,No,Significant Feature
1046850,370 370 33031080,CSX TRANSPRTATION,1958,06/04/2019,No,Significant Feature
3345630,FARMER MILLS ROAD,SEVEN HILLS LAKE OUTLET,1958,05/09/2018,No,Significant Feature
5523220,CONN. NY 37 &CANADA 2,CSX TRANSPORTATION,1958,09/14/2018,No,Major Route, Significant Feature
1015410,US Route 20,90IX,1957,10/21/2019,No,Major Route
5512279,190IX,CSX Railroad,1957,09/18/2019,No,Significant Feature
3312880,MINOA-MANLIUS RD,LIMESTONE CREEK,1957,09/13/2018,No,Major Route
3312890,COSTELLO PARKWAY,CSX TRANS/AMTRAK,1957,07/02/2018,No,Significant Feature
5075380,I-95 EXIT 10 RAMP,95IX (SB),1956,07/11/2018,No,Major Route
1050610,NY 950D SHORTMAN ROAD,90IX EASTBOUND,1956,08/22/2019,No,Major Route
1050620,NY 950D SHORTMAN ROAD,90IX WESTBOUND,1956,08/22/2019,No,Major Route
5043930,NY 266 NIAGARA ST,190IX NB RAMP TO NY 266,1956,08/10/2018,No,Major Route
5522309,I-495,AMTRAK/LONG ISLND,1956,02/02/2018,No,Major Route, Significant Feature
1003280,17  17 83101218,ORANGE-ROCKLAND LAKE,1956,08/28/2019,No,Significant Feature
1003260,6  17 83101208,EX-ERIE RAILROAD,1956,06/17/2019,No,Significant Feature
1003219,6  17 83101173,MIDDLETOWN & NJ RAILROAD,1956,12/09/2019,No,Significant Feature
1003290,6  17 83101220,ORANGE-ROCKLAND LAKE,1956,08/28/2019,No,Significant Feature
3345120,STONY FORD ROAD,TRIB WALLKILL RIV,1956,06/06/2018,No,Major Route
2262420,HIGHLAND DRIVE,CORTLANDT LAKE CK,1956,03/14/2019,No,Significant Feature
106697A,N ALBANY CRESCENT,87I 87IX1M11061,1955,01/12/2018,No,Major Route
106697B,S ALBANY CRESCENT,87I87IX1M11060,1955,09/12/2017,No,Major Route
5511222,90IX EB,TRIB TO LAKE ERIE,1955,09/16/2019,No,Significant Feature
5511232,90IX (EB),CSX TRANS/AMTRAK,1955,06/29/2018,No,Significant Feature
5511221,90IX WB,TRIB TO LAKE ERIE,1955,09/16/2019,No,Significant Feature
5511231,90IX  (WB),CSX TRANS/AMTRAK,1955,06/29/2018,No,Significant Feature
1001700,5   5 41033002,CSX TRANS/AMTRAK,1955,08/01/2018,No,Significant Feature
3315850,WEST BETHANY ROAD,LITTLE TONAWANDA CRK,1955,04/23/2019,No,Major Route
5513289,87IX,CSX TRANSPORTATIO,1955,08/09/2019,No,Significant Feature
3356830,KELLY BRIDGE ROAD,SWAN LAKE,1955,10/18/2018,No,Significant Feature
3347250,STONY CLOVE LANE,STONEY CLOVE CRK,1955,04/02/2019,No,Major Route
5513511,87IX NB,CSX TRANSPRTATION,1954,06/25/2019,No,Significant Feature
5513512,87IX SB,CSX TRANSPRTATION,1954,05/15/2019,No,Significant Feature
3315860,WEST BETHANY ROAD,LITTLE TONAWANDA CRK,1954,04/23/2019,No,Major Route
5516862,90IX EB,CR 4 LAKE RD,1954,05/16/2019,No,Significant Feature
5516861,90IX WB,CR 4 LAKE RD,1954,05/16/2019,No,Significant Feature
1049759,940K940K43011010,CSX FALLS BRANCH,1954,06/07/2018,No,Significant Feature
1023760,NY 36 RIGA MUMFORD RD,90IX,1954,11/01/2018,No,Major Route
1049529,690I690I33011002,CSX TRANSPRTATION,1954,07/24/2018,No,Significant Feature
1065872,495I495IX5M13044,CSX TRANS/CPR&P&W,1954,11/02/2019,No,Significant Feature
3345820,CONGERS ROAD,LAKE DE FOREST,1954,09/13/2019,No,Significant Feature
3345810,COUNTY ROAD 23,DE FOREST LAKE,1954,09/13/2019,No,Significant Feature
3345990,VETERANS MEMORIAL DRIVE,TAPPAN LAKE,1954,11/08/2019,No,Significant Feature
5513679,90IX,CSX Transportatio,1954,05/25/2018,No,Significant Feature
5510359,90IX,CSX/AMTRAK,1953,08/10/2018,No,Significant Feature
1007840,10  10 93011603,LAKE BROOK,1953,04/08/2019,No,Significant Feature
5510030,N MANLIUS RD CR11,90IX,1953,05/15/2018,No,Major Route
5514390,87IX,ORANGE LAKE TRIBUTARY,1953,05/02/2018,No,Significant Feature
1068780,ANTHONY WAYNE DR,987C987C83021004,1953,08/01/2019,No,Major Route
2203090,CONGRESS STREET,CSX TRANS/ AMTRAK,1953,10/17/2019,No,Significant Feature
1024170,38  38 36031039,DRYDEN LAKE OUTLT,1953,09/11/2019,No,Significant Feature
5512919,90IX,CSX TRANS/AMTRAK,1952,07/03/2018,No,Significant Feature
1044900,290 290 33012002,CSX TRANS/AMTRAK,1952,07/27/2018,No,Significant Feature
1007280,9W  9W83021161,CSX TRANS/NWBG IT,1952,08/10/2019,No,Significant Feature
1002579,5   5 16131024,AMTRAK,1952,12/22/2018,No,Significant Feature
3322670,ALLEGANY ROAD,BR COLD SPRING CR,1951,11/06/2019,No,Major Route
3322680,ALLEGANY ROAD,WAITE CREEK,1951,11/06/2019,No,Major Route
1068870,987C 987C85011185,LAKE TIORATI BRK,1951,07/10/2018,No,Significant Feature
2076929,278I278IX1M54025,CSX TRANS/HNTS PT,1950,08/21/2017,No,Significant Feature
3222090,BACHUS ROAD,KINDERHOOK CREEK,1950,01/25/2018,No,Major Route
2268950,ARBUTUS ROAD,FISHING BROOK,1950,06/05/2019,No,Major Route
1004770,8   8 22091128,SHERIFF LAKE OUTL,1950,10/30/2019,No,Significant Feature
1004780,8   8 22091138,PISECO LAKE OUTLT,1950,05/01/2019,No,Significant Feature
552241B,BUS RAMP R97,9TH AVE,1950,08/09/2019,No,Major Route
5522410,BUS RAMPS B97&R98,BUS RAMP W95,1950,08/09/2019,No,Major Route
5522400,BUS RAMP W99,DYER AVENUE  & WEST 40th STREET,1950,08/28/2019,No,Major Route
4426250,BARDWELL MILLS RD,KAYUTA LAKE,1950,11/05/2018,No,Significant Feature
2206250,HILLSIDE ROAD,MOHAWK RIVER,1950,09/17/2019,No,Significant Feature
1068890,987C987C85011191,LAKE TIORATI BRK,1950,10/15/2018,No,Significant Feature
2260030,CRESCENT AVE CR22,LAKE LONELY OUTLT,1950,06/05/2018,No,Significant Feature
2262470,NORTH RIDGE ROAD,SHRUB OAK LAKE,1950,03/19/2019,No,Significant Feature
3301020,SO.ALBANY RD CR53,ONESQUETHAW CRK,1949,05/17/2018,No,Major Route
1040030,199 199 82021076,LAKES KILL,1949,12/10/2019,No,Significant Feature
3337080,KUSHAQUA MUD PD R,RAINBOW LAKE OUTL,1949,08/15/2018,No,Significant Feature
1002429,5   5 23111108,CSX TRANSPRTATION,1949,11/07/2018,No,Significant Feature
2269770,BUS STA ENTR RAMP,SIRT SOUTH SHORE,1948,11/01/2019,No,Major Route
2269790,BUS STA EXIT RAMP,STATEN ISLAND RR,1948,10/31/2018,No,Major Route
2269740,BUS STATION NORTH,STATEN ISLAND RR,1948,10/31/2018,No,Major Route
2269750,BUS STATION SOUTH,SIRT SOUTH SHORE,1948,10/31/2018,No,Major Route
2211370,LAKE AVENUE,CSX TRANSPRTATION,1946,09/22/2019,No,Significant Feature
1059459,908M908M03011048,HEMPSTEAD LAKE,1946,10/04/2018,No,Significant Feature
2263940,MAIN AND PEARL ST,CSX TRANS/AMTRAK,1944,08/14/2019,No,Significant Feature
1021310,30  30 72091624,LAKE TITUS OUTLET,1942,05/15/2019,No,Significant Feature
5522440,GALVIN PLAZA,AMTRAK W SIDE CON,1942,01/31/2018,No,Significant Feature
2207720,ALBANY STREET,WB TIOUGHNIOGA RV,1941,09/19/2019,No,Major Route
3302680,CR 25, TAHAWUS ROAD,HUDSON RIVER,1941,10/04/2018,No,Major Route, Significant Feature
1004180,7   7 16051154,CSX TRANSPRTATION,1941,12/27/2019,No,Significant Feature
1023210,34  34 65031017,RAILROAD AVENUE,1941,10/01/2018,No,Significant Feature
1048230,418 418 17011003,HUDSON RIVER,1941,10/25/2018,No,Significant Feature
2241959,908A908AX1M11021,AMTRAK/CSXT/P&W,1940,11/14/2018,No,Significant Feature
1021240,30  30 22061728,LONG LAKE,1940,06/19/2019,No,Significant Feature
3040530,FREELAND STREET,EX-ERIE RAILROAD,1940,11/29/2018,No,Significant Feature
1048060,414 414 63031099,SENECA LAKE INLET,1940,06/05/2018,No,Significant Feature
3325830,COUNTY ROAD 37,TRIB BEAR LAKE,1939,04/30/2019,No,Significant Feature
3325970,CREAMERY ROAD,TRIB LAKE ERIE,1939,05/22/2019,No,Significant Feature
1027180,55  55 82032147,WHALEY LAKE STREAM,1939,03/21/2019,No,Significant Feature
3307300,CR10 SABATTIS ROAD,OUTLET LITTLE TUPPER LAKE,1939,09/18/2018,No,Significant Feature
1023000,33  33 43031005,CSX TRANS/ AMTRAK,1939,07/24/2018,No,Significant Feature
224501B,WEST 33RD STREET,AMTRAK W SIDE CON,1939,03/01/2018,No,Significant Feature
224501C,WEST 33RD STREET,LAND ADJ T/AMTRAK,1939,04/28/2015,No,Significant Feature
2256290,E SENECA STREET,CSX TRANSPRTATION,1939,08/09/2018,No,Significant Feature
1024630,39  39 42061169,CONESUS LAKE OUTL,1938,10/17/2019,No,Significant Feature
2247470,ELIOT AVENUE,CSX TRANS/CPR&P&W,1938,11/01/2019,No,Significant Feature
6600010,961R961R61021003,CUBA LAKE OUTLET,1937,06/06/2019,No,Significant Feature
3306980,COUNTY ROAD 125,HOLMES LAKE OUTLT,1937,10/23/2017,No,Significant Feature
2260870,ROBBINS DRIVE,HYDE PARK LAKE,1937,09/20/2018,No,Significant Feature
2203100,OAK STREET,CSX TRANS/ AMTRAK,1937,12/22/2018,No,Significant Feature
2006470,9GX,CSX TRANSPRTATION,1936,08/04/2019,No,Significant Feature
5035790,STATE PARK ROAD,SILVER LAKE OUTLET,1936,04/10/2019,No,Significant Feature
1049800,940L940L43011009,CSX TRANS/AMTRAK,1936,05/29/2018,No,Significant Feature
2245209,11TH AVENUE,AMTRAK W SIDE CON,1936,09/06/2018,No,Significant Feature
2267250,907V907VX4M11083,AMTRAK W SIDE CON,1936,01/10/2019,No,Significant Feature
2245180,WEST 53RD STREET,AMTRAK W.SIDE CON,1936,07/31/2018,No,Significant Feature
3305260,CR26 PALISADES RD,BRANT LAKE OUTLET,1936,08/27/2018,No,Significant Feature
5523120,ALLEGANY ST PK 2,RED HOUSE BROOK,1935,10/30/2019,No,Major Route
5523140,ALLEGANY ST PK 2A,RED HOUSE BROOK,1935,11/18/2019,No,Major Route
5017820,23  23 13061374,CSX TRANS/AMTRAK,1935,06/06/2018,No,Significant Feature
2245440,WEST 40TH STREET,AMTRAK W SIDE CON,1935,08/16/2018,No,Significant Feature
2245330,WEST 41ST STREET,AMTRAK W SIDE CON,1935,09/07/2018,No,Significant Feature
2245350,WEST 54TH STREET,AMTRAK W.SIDE CON,1935,07/31/2018,No,Significant Feature
2245360,WEST 55TH STREET,AMTRAK W.SIDE CON,1935,07/26/2018,No,Significant Feature
2245370,WEST 56TH STREET,AMTRAK W SIDE CON,1935,07/26/2018,No,Significant Feature
2005510,9   9 14071025,CSX TRANS/ AMTRAK,1935,10/28/2017,No,Significant Feature
1011780,16  16 51013286,LIME LAKE OUTLET,1934,07/02/2018,No,Significant Feature
224501D,WEST 34TH STREET,AMTRAK W SIDE CON,1934,04/26/2019,No,Significant Feature
224501F,WEST 36TH STREET,AMTRAK W SIDE CON,1934,11/20/2019,No,Significant Feature
2245060,WEST 37TH STREET,AMTRAK W SIDE CON,1934,10/11/2019,No,Significant Feature
2245210,WEST 42ND STREET,AMTRAK W SIDE CON,1934,12/28/2018,No,Significant Feature
2245140,WEST 48TH STREET,AMTRAK W.SIDE CON,1934,05/08/2018,No,Significant Feature
2245150,WEST 49TH STREET,AMTRAK W.SIDE CON,1934,05/21/2018,No,Significant Feature
2245340,WEST 50TH STREET,AMTRAK W.SIDE CON,1934,07/26/2018,No,Significant Feature
2245160,WEST 51ST STREET,AMTRAK W.SIDE CON,1934,05/21/2018,No,Significant Feature
2245170,WEST 52ND STREET,AMTRAK W.SIDE CON,1934,07/26/2018,No,Significant Feature
2245220,WEST 57TH STREET,AMTRAK W SIDE CON,1934,07/27/2018,No,Significant Feature
2245190,WEST 58TH STREET,AMTRAK W SIDE CON,1934,07/27/2018,No,Significant Feature
2255540,SOUTH ANN STREET,MOHAWK RIVER,1933,05/31/2019,No,Significant Feature
1062850,378 378 11011027,HUDSON RIVER,1932,11/22/2019,No,Significant Feature
2255610,SCHOOL STREET,MAYFIELD LAKE OUT,1932,11/07/2017,No,Significant Feature
1006740,9N  9N17021013,LAKE LUZERNE OUTLET,1932,09/05/2019,No,Significant Feature
1038240,145 145 95031018,LAKE CREEK,1931,04/16/2019,No,Significant Feature
3305530,COUNTY ROAD 44,HUDSON RIVER,1931,04/23/2019,No,Significant Feature
1038130,144 144 11021100,CSX TRANSPRTATION,1930,11/21/2018,No,Significant Feature
2267680,MUTTON HILL ROAD,FINGER LAKES,1930,10/28/2019,No,Significant Feature
1001220,5   5 52011204,LAKE ERIE PK ROAD,1930,05/02/2019,No,Significant Feature
2222180,GOOLD ROAD,CSX TRANS/ AMTRAK,1930,08/03/2019,No,Significant Feature
3345160,WATERSTONE ROAD,GREENWOOD LAKE,1930,09/20/2018,No,Significant Feature
5523830,PLUM POINT LANE,CSXT RIVER LINE,1930,06/01/2018,No,Significant Feature
1029200,STILLWATER BRG,HUDSON RIVER,1930,07/31/2019,No,Significant Feature
3354850,HAUVERVILLE ROAD,LAKE CREEK,1930,11/20/2019,No,Significant Feature
2265690,INDIAN LANE,TRUESDALE LAKE OUTLET,1930,03/07/2019,No,Significant Feature
2265710,KYKUIT HILL ROAD,LAKE ROAD,1930,06/13/2019,No,Significant Feature
2219440,MILO STREET,KEUKA LAKE OUTLET,1930,07/02/2019,No,Significant Feature
1032350,82  82 82011309,HUNNS LAKE CREEK,1929,04/01/2019,No,Significant Feature
2249760,MARTLING AVENUE,RICHMOND LAKE DAM,1929,05/17/2019,No,Significant Feature
2228780,BAIM ROAD,BRISCOE LAKE OUTL,1929,03/28/2019,No,Significant Feature
3306900,CR111 LONDON BRIDGE RD,CANADA LAKE INLET,1928,09/17/2018,No,Significant Feature
2209390,NORTH SIXTH ST,CSX TRANSPRTATION,1927,07/23/2019,No,Significant Feature
3358510,MANURSING ISL RD,PLAYLAND LAKE,1927,05/01/2019,No,Significant Feature
2210420,SOUTH ALBANY ST.,SIXMILE CREEK,1926,11/06/2018,No,Major Route
2242100,BOTANICAL GRDN RD,TWIN LAKES,1925,01/30/2018,No,Significant Feature
3345610,LAKE SHORE DRIVE,LAKE CARMEL OUTLET,1925,04/30/2018,No,Significant Feature
4093220,470 470 14011060,HUDSON RIVER,1924,09/18/2018,No,Significant Feature
2267360,KNICKERBOCKER RD,CSX TRANS/C P RWY,1924,11/01/2019,No,Significant Feature
5503400,6   6 85021002,CSXT RIVER LINE,1924,04/30/2018,No,Significant Feature
